Border,Date,Measure,Value,Average
US-Mexico Border,01/01/2002 12:00:00 AM,Rail Containers Empty,27657,19830
US-Mexico Border,01/01/2002 12:00:00 AM,Buses,24248,20232
US-Canada Border,01/01/2002 12:00:00 AM,Pedestrians,22021,51188
US-Mexico Border,01/01/2002 12:00:00 AM,Rail Containers Full,19056,17136
US-Canada Border,01/01/2002 12:00:00 AM,Train Passengers,14764,20589
US-Canada Border,01/01/2002 12:00:00 AM,Buses,8758,14618
US-Canada Border,01/01/2002 12:00:00 AM,Trains,2710,2790
US-Mexico Border,01/01/2002 12:00:00 AM,Train Passengers,1733,1253
US-Mexico Border,01/01/2002 12:00:00 AM,Trains,650,595
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,17439036,18096832
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,7243488,6906745
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,4571754,3728393
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,4452131,7492075
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicles,2172450,3117604
US-Canada Border,12/01/2001 12:00:00 AM,Trucks,455087,531235
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Full,375793,330720
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,321961,334631
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,315391,256789
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,210570,358474
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,169523,173252
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,151569,143410
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,96308,74652
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,69582,56019
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,32353,24500
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,29778,19689
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,27496,51521
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,24260,20175
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,18543,17116
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,16842,20641
US-Canada Border,12/01/2001 12:00:00 AM,Buses,8381,14705
US-Canada Border,12/01/2001 12:00:00 AM,Trains,2585,2792
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,1180,1254
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,574,595
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,14176337,18152839
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicles,6330089,6914982
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,4396607,7536295
US-Mexico Border,11/01/2001 12:00:00 AM,Pedestrians,3872433,3726335
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicles,2180452,3130991
US-Canada Border,11/01/2001 12:00:00 AM,Trucks,555441,530889
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Full,456209,328927
US-Mexico Border,11/01/2001 12:00:00 AM,Trucks,356274,334321
US-Mexico Border,11/01/2001 12:00:00 AM,Bus Passengers,296713,256218
US-Canada Border,11/01/2001 12:00:00 AM,Bus Passengers,247938,360053
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Full,193731,172959
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Empty,158293,143197
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Full,103307,74242
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Empty,94778,55465
US-Canada Border,11/01/2001 12:00:00 AM,Pedestrians,40145,51683
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Empty,35626,24341
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Empty,29964,19542
US-Mexico Border,11/01/2001 12:00:00 AM,Buses,23076,20133
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Full,21032,17060
US-Canada Border,11/01/2001 12:00:00 AM,Train Passengers,13703,20740
US-Canada Border,11/01/2001 12:00:00 AM,Buses,9873,14774
US-Canada Border,11/01/2001 12:00:00 AM,Trains,2780,2792
US-Mexico Border,11/01/2001 12:00:00 AM,Train Passengers,1521,1250
US-Mexico Border,11/01/2001 12:00:00 AM,Trains,638,594
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicle Passengers,12888484,18229133
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicles,6012965,6928054
US-Canada Border,10/01/2001 12:00:00 AM,Personal Vehicle Passengers,4595981,7578908
US-Mexico Border,10/01/2001 12:00:00 AM,Pedestrians,3985715,3722575
US-Canada Border,10/01/2001 12:00:00 AM,Personal Vehicles,2223417,3144144
US-Canada Border,10/01/2001 12:00:00 AM,Trucks,607236,529782
US-Canada Border,10/01/2001 12:00:00 AM,Truck Containers Full,498355,326471
US-Mexico Border,10/01/2001 12:00:00 AM,Trucks,385399,333580
US-Canada Border,10/01/2001 12:00:00 AM,Bus Passengers,318743,360651
US-Mexico Border,10/01/2001 12:00:00 AM,Bus Passengers,265901,256077
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Full,207446,172459
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Empty,176225,142718
US-Canada Border,10/01/2001 12:00:00 AM,Rail Containers Full,165265,72922
US-Canada Border,10/01/2001 12:00:00 AM,Truck Containers Empty,92545,54927
US-Canada Border,10/01/2001 12:00:00 AM,Pedestrians,72338,51383
US-Canada Border,10/01/2001 12:00:00 AM,Rail Containers Empty,51987,23940
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Empty,29003,19404
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Full,24685,16949
US-Mexico Border,10/01/2001 12:00:00 AM,Buses,23293,20087
US-Canada Border,10/01/2001 12:00:00 AM,Train Passengers,15087,20821
US-Canada Border,10/01/2001 12:00:00 AM,Buses,12497,14807
US-Canada Border,10/01/2001 12:00:00 AM,Trains,2860,2791
US-Mexico Border,10/01/2001 12:00:00 AM,Train Passengers,1617,1244
US-Mexico Border,10/01/2001 12:00:00 AM,Trains,665,592
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,18301101
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,6939621
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,5667660,7607014
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,3721036
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicles,2572008,3152557
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,542154,529600
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,433313,324899
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,408931,359940
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,333584
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,256362
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,172368
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,142548
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,103044,72479
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,80054,54557
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,59148,51268
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,36252,23758
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,19307
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,16860
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,22047,20802
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,20075
US-Canada Border,09/01/2001 12:00:00 AM,Buses,15102,14802
US-Canada Border,09/01/2001 12:00:00 AM,Trains,2661,2792
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,1241
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,591
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicle Passengers,18470854,18298567
US-Canada Border,08/01/2001 12:00:00 AM,Personal Vehicle Passengers,9693838,7575867
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicles,8267633,6919799
US-Canada Border,08/01/2001 12:00:00 AM,Personal Vehicles,4149900,3137671
US-Mexico Border,08/01/2001 12:00:00 AM,Pedestrians,4036788,3716323
US-Canada Border,08/01/2001 12:00:00 AM,Trucks,600506,528541
US-Canada Border,08/01/2001 12:00:00 AM,Bus Passengers,545938,357163
US-Canada Border,08/01/2001 12:00:00 AM,Truck Containers Full,514158,322074
US-Mexico Border,08/01/2001 12:00:00 AM,Trucks,374216,332977
US-Mexico Border,08/01/2001 12:00:00 AM,Bus Passengers,294352,255794
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Full,208586,171827
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Empty,175587,142054
US-Canada Border,08/01/2001 12:00:00 AM,Pedestrians,128442,50116
US-Canada Border,08/01/2001 12:00:00 AM,Rail Containers Full,92208,72184
US-Canada Border,08/01/2001 12:00:00 AM,Truck Containers Empty,90271,54023
US-Canada Border,08/01/2001 12:00:00 AM,Train Passengers,37486,20552
US-Canada Border,08/01/2001 12:00:00 AM,Rail Containers Empty,33508,23612
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Empty,26652,19197
US-Mexico Border,08/01/2001 12:00:00 AM,Buses,24879,20003
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Full,23309,16763
US-Canada Border,08/01/2001 12:00:00 AM,Buses,20058,14723
US-Canada Border,08/01/2001 12:00:00 AM,Trains,2846,2791
US-Mexico Border,08/01/2001 12:00:00 AM,Train Passengers,1752,1233
US-Mexico Border,08/01/2001 12:00:00 AM,Trains,639,590
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicle Passengers,18361146,18297618
US-Canada Border,07/01/2001 12:00:00 AM,Personal Vehicle Passengers,9449454,7547479
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicles,8106637,6901816
US-Mexico Border,07/01/2001 12:00:00 AM,Pedestrians,4563957,3703480
US-Canada Border,07/01/2001 12:00:00 AM,Personal Vehicles,4026527,3124203
US-Canada Border,07/01/2001 12:00:00 AM,Bus Passengers,532543,354505
US-Canada Border,07/01/2001 12:00:00 AM,Trucks,528769,528537
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Full,457842,320016
US-Mexico Border,07/01/2001 12:00:00 AM,Trucks,342869,332827
US-Mexico Border,07/01/2001 12:00:00 AM,Bus Passengers,338325,254543
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Full,189826,171554
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Empty,160790,141770
US-Canada Border,07/01/2001 12:00:00 AM,Pedestrians,130757,48894
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Full,96683,71812
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Empty,79216,53641
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Empty,37946,23394
US-Canada Border,07/01/2001 12:00:00 AM,Train Passengers,35420,20326
US-Mexico Border,07/01/2001 12:00:00 AM,Buses,25574,19918
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Full,22695,16673
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Empty,21475,19162
US-Canada Border,07/01/2001 12:00:00 AM,Buses,21189,14625
US-Canada Border,07/01/2001 12:00:00 AM,Trains,2733,2791
US-Mexico Border,07/01/2001 12:00:00 AM,Train Passengers,1477,1229
US-Mexico Border,07/01/2001 12:00:00 AM,Trains,636,589
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,18316079
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,6886781
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,7279995,7551594
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,3694332
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,3403191,3119910
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,585144,527666
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,507553,352150
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,505788,317157
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,332394
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,254074
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,171084
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,141483
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,105921,71287
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,96861,48156
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,86350,53137
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,36753,23188
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,26750,20227
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,16538
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,19869
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,19104
US-Canada Border,06/01/2001 12:00:00 AM,Buses,18843,14560
US-Canada Border,06/01/2001 12:00:00 AM,Trains,2823,2790
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,1223
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,588
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,18323373
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,6866220
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,7570218
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,3687296
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,3119949
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,526134
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,313965
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,350531
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,331528
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,253852
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,170351
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,141065
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,70476
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,52553
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,47751
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,22905
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,18984
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,19784
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,16416
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,20217
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,14528
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,2787
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1210
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,586
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,19644451,18302403
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,8013208,6848013
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,5949378,7595945
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,4532793,3673875
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicles,2820914,3124695
US-Canada Border,04/01/2001 12:00:00 AM,Trucks,568784,525456
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Full,467044,311535
US-Canada Border,04/01/2001 12:00:00 AM,Bus Passengers,357153,350425
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,351934,331204
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,298894,253137
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,199661,169885
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,150128,140921
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Full,111272,69828
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Empty,83766,52057
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Empty,35522,22704
US-Canada Border,04/01/2001 12:00:00 AM,Pedestrians,35221,47949
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,28782,18828
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,24569,19708
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,21612,16333
US-Canada Border,04/01/2001 12:00:00 AM,Train Passengers,18367,20246
US-Canada Border,04/01/2001 12:00:00 AM,Buses,12991,14552
US-Canada Border,04/01/2001 12:00:00 AM,Trains,2871,2785
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,1747,1201
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,617,585
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20926836,18260073
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,8242638,6825519
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,6286079,7617071
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,4999418,3652495
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,2787843,3130128
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,596446,524311
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,475691,308887
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,388393,330281
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,327366,350796
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,288306,252569
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,223127,169026
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,163252,140560
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,122179,68983
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,88530,51468
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,40398,22418
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,31446,48215
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,27775,18683
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,24924,16194
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,24861,19624
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,17558,20289
US-Canada Border,03/01/2001 12:00:00 AM,Buses,12486,14585
US-Canada Border,03/01/2001 12:00:00 AM,Trains,2911,2782
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,1672,1193
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,584
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,18249683
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,6816888
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,4972004,7660432
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,4295991,3641945
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2346471,3142974
US-Canada Border,02/01/2001 12:00:00 AM,Trucks,532495,524176
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,400615,307383
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,342476,330081
US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,279293,351968
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,223480,253045
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,184198,168777
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,140414,140562
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,103986,68409
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,75801,51069
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,32639,22250
US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,31587,48487
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,21678,19590
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,21198,18641
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,19367,16141
US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,14505,20383
US-Canada Border,02/01/2001 12:00:00 AM,Buses,10915,14645
US-Canada Border,02/01/2001 12:00:00 AM,Trains,2701,2783
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1294,1191
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,523,584
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,20022717,18220132
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,7735092,6801584
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,5868379,7690299
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,4372668,3629766
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,2507473,3153565
US-Canada Border,01/01/2001 12:00:00 AM,Trucks,579172,523259
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,464559,304763
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,359459,329591
US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,264677,353422
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,255543,253003
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,197376,168300
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,157093,140286
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,108065,67748
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,89182,50433
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,33698,22059
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,26850,19468
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25895,18520
US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,25092,48876
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,17745,16114
US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,15074,20471
US-Canada Border,01/01/2001 12:00:00 AM,Buses,10498,14714
US-Canada Border,01/01/2001 12:00:00 AM,Trains,2842,2782
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,1652,1183
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,588,583
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,18179237
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,6782284
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,7720681
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,3612394
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2492742,3164765
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,475067,524075
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,303862
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,329607
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286591,354554
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,252964
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,168236
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,140124
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,67339
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60704,50258
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,48939
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26822,21978
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,18408
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,19376
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,20510
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,16100
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11055,14776
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2610,2784
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,1181
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,583
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,19652372,18153838
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,7560489,6768866
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,6248585,7746061
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3779094,3609519
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,2678751,3173144
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,600470,522757
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,452402,301300
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,329015
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,304928,355409
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,253004
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,204264,167614
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,164218,139708
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,110224,66599
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,72734,49870
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,37006,49144
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,32532,21796
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,18277
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,23339,19307
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,18747,16054
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,15434,20597
US-Canada Border,11/01/2000 12:00:00 AM,Buses,11775,14827
US-Canada Border,11/01/2000 12:00:00 AM,Trains,2851,2782
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,1173
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,582
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,19935645,18122578
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,7700555,6752520
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,7193370,7755757
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,3674661,3608376
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicles,3139788,3173729
US-Canada Border,10/01/2000 12:00:00 AM,Trucks,626833,520931
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Full,511645,297609
US-Canada Border,10/01/2000 12:00:00 AM,Bus Passengers,441070,353906
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,388288,327975
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,310372,251997
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,211084,166851
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,169279,139189
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Full,92187,66150
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Empty,73182,49460
US-Canada Border,10/01/2000 12:00:00 AM,Pedestrians,47974,49164
